date	time	id	reviewer name	reviewer address	contact number	variation	verified_reviews	sentiment	feedback
29-Jul-18	02:58:12	6145703	Theresa Jones	"20144 Armstrong Via Apt. 166
Avilamouth, SC 12603"	532-760-4799	Charcoal Fabric 	My mom bought a few Echo Dots and repeated ask me to take one of hers because it was so great. I told her “no” for two days. When she made me take it, 6 hours later I could not live my life without it!  It’s that amazing, so now we have four large speakers and only the small Echo Dot, that I will be returning to her. I say if you’re going to order an Alexa speaker, go big and get the Echo, otherwise tou’ll Be returning the two Echo Dots you couldn’t live without.	5	1
28-Jul-18	04:52:06	5853278	Ronald Newman	"653 Hammond Plains
Hopkinsburgh, MT 82487"	4495575362	Black  Plus	It's fantastic. Very happy with the purchase.	5	1
29-Jul-18	05:43:41	1451775	Ruth Herring	"5169 Gregory Forest
Port Johnstad, ME 43632"	2575067463	Charcoal Fabric 	Love my Echo great sound very smart!	4	1
30-Jul-18	09:58:53	847154	Matthew Austin	"8781 Anderson Point
New Timothy, MN 63354"	(843)696-4539	Walnut Finish 	A great investment. Alexa has helped me out and made me laugh.	5	1
16-Jun-18	10:31:49	3082569	Kristine Rodriguez	"7010 Ayala Pines
Sheltonborough, KY 71875"	334-623-3084	Black	Works like a new one.  Can tell the difference from the new one I bough and the refurbished one.	5	1
17-Jul-18	21:34:50	959724	Sharon Young	"1077 Barbara Estate Apt. 763
Alisonland, IL 63262"	919-465-9239	Black  Spot	I’ve had this for a little over 3 weeks now and I absolutely love it! It’s so easy to use. I’m basically using it as a smart alarm but it can do way more. The screen quality is great and it looks super cute sitting on my night stand. I don’t know how I lived without it so long. If you can’t decide whether to buy it or not, GO FOR IT! You won’t regret it!!	5	1
30-Jul-18	23:23:02	5220358	Stephanie Cox	"6072 Monica Island Apt. 692
Jessicaview, AK 93409"	(404)876-1095	Configuration: Fire TV Stick	Is good.	5	1
30-Jul-18	21:56:18	7584239	Carol Grimes	"1585 Jenkins River Apt. 508
Baileymouth, AZ 93545"	4852984296	Configuration: Fire TV Stick	I like to watch older shows, 70's and 80's, and the firestick gives me the opportunity to find those shows.	5	1
30-Jul-18	17:49:53	1685429	Amanda Johnson	"10712 Matthews Expressway
Davidhaven, RI 66916"	(661)350-7473	White  Dot	Super easy to hook up and program. I use the music feature the most but I love how I can set reminders from my phone and my Echo will remind me at the set time. It’s great for my news updates too!	5	1
30-Jul-18	00:44:06	2551351	Frank Vasquez	"3402 Payne Grove Apt. 380
West Brett, AK 48944"	(734)571-7146	Black  Dot	This device does not interact with my home filled with Apple devices.  How disappointing!	1	0
30-Jul-18	10:16:15	5324047	Tamara Holland	"0356 Colin Estates
Jeffreymouth, NV 04807"	(470)284-8861	White  Dot	Easy set up	5	1
30-Jul-18	20:59:39	7005856	Laurie Russell	"675 Sandra Parks
Manntown, MD 20178"	(961)542-0505	Black  Dot	Kids love it! I love it!	5	1
30-Jul-18	00:01:25	316172	Darren Vaughn	"9605 Sims Track Apt. 076
Codybury, TX 81983"	4843669624	Charcoal Fabric 	No different than Apple. To play a specific list of music you must have an Amazon of Spotify “plus/prime/etc” account.  So you must pay to play “your” music.  3 stars for that reason.  Everything else is 👍🏻 .	3	1
28-Jul-18	10:28:54	1340188	Christian Marks	"4725 Johnson Centers Apt. 727
West Travis, ND 03939"	(625)272-6858	Black  Plus	Is great having a new friend	5	1
30-Jul-18	14:28:00	2927818	Patricia Alexander	"7588 Erin Corner Apt. 304
South Ryan, ME 54314"	(480)381-4807	Configuration: Fire TV Stick	I love all the viewing choices on FIRE STICK!	5	1
30-Jul-18	08:01:11	5068657	Carlos Sherman	"80841 Neal Creek Suite 931
Robinsonchester, TX 58313"	(698)478-6003	Black  Show	Love it l. I plan on getting an echo for the kitchen.	5	1
28-Jul-18	10:02:41	1029308	Sherri Peterson	"USNS Anderson
FPO AA 91564"	484-612-2363	Black  Show	I loved everything about this item. Quick response time and very sensitive to me speaking from the other end of the house.	5	1
20-Jul-18	21:58:16	2561786	Courtney Rollins	"USCGC Crawford
FPO AA 39480"	(305)557-4072	Black  Spot	What a wonderful little Alexa enabled gadget at like the analog clock face the best	5	1
30-Jul-18	15:28:37	222974	Tina Johnson	"1441 Danny Village
South Tara, GU 49988"	2905323178	Black  Dot	I bought the echo dot while it was on sale for prime day and I was excited when it came in the next day. I set it up immediately and everything worked perfectly fine. The set up was easy and straight forward which I really appreciated because I am terrible with technology. The only reason why I am not satisfied with my purchase is because of the fact that I can't use the Echo Dot for more than 15 minutes without it disconnecting from the internet. I am connected to both 2.4GHZ and 5GHZ wifi links and neither works. It's very frustrating because I am not getting my use out of the Echo Dot and I really wish I could. If any one has had the same problems or has any solution please let me know!	4	1
30-Jun-18	14:05:36	3219336	Kathleen Jones	"2969 Carter Cove Apt. 890
Port Adamstad, CO 97970"	7659887766	Black  Plus	I love the Echo Plus mainly because I don't have to worry about putting a CD, in to play. I just command a song and it plays. However; I was disappointed to learn later that it needed to stay plugged in unlike the Echo. After consulting with Amazon and learning that I can purchase a portable Echo charging station I'm good.Sincerely,	5	1
29-Jul-18	08:13:54	8285462	David Little	"3661 Janet Hill
West Elizabeth, WV 24141"	(721)287-4922	Black  Spot	Fun tech toy	5	1
30-Jul-18	15:05:01	5241744	Mr. Justin Kramer MD	"438 Sophia Drive
West Brittanyville, VA 72217"	355-421-7723	Black  Dot	Love it	5	1
30-Jul-18	08:42:02	4145718	Michele Jones	"84007 Andrea Parks Apt. 366
Lake Hollyville, HI 78987"	(911)670-5552	White  Dot	Works well. Just disappointed with the speaker quality. But hooked it up to old computer speakers.	3	1
30-Jul-18	19:02:29	7155594	Richard Wong	"5964 Rodriguez Springs
Port Erin, AR 26894"	924-845-9453	Heather Gray Fabric 	I've had the first gen Echo since it first came out and it has worked well for me. I purchased the 2nd gen during Prime Day and so far I'm happy. It seems to have an improved speaker which provides enhanced sound for music and such.	5	1
30-Jul-18	16:43:50	5076648	Zachary Davis	"43469 Carrie Village
Austinmouth, VA 40068"	6965670539	Black  Dot	I really enjoy being able to just make a request  for my favorite music and it happens I have no complaints at this time...	5	1
5-Jun-18	17:45:38	2319283	Kyle Porter	"39896 Lee Corners Suite 742
North Christinashire, OK 11404"	7525313782	Black	I was a little apprehensive about buying a refurbished electronic product, but with Amazon's guarantee, thought I would try it. Glad I did, and will probably buy another refurb product form Amazon. I love the Alexa products and have several. This one sits on my desk. Has a small footprint, but has great sound and I use it daily. Works great.	5	1
30-Jul-18	06:31:09	7390610	Jeffrey Donaldson	"9472 Elijah Points Apt. 810
Mooreberg, MD 18159"	803-872-5665	Black  Plus	To have ability to play Amazon Music outside for patio gatherings. I also used blue tooth to connect Echo Plus via Alexa App on my tablet to an external speaker when/if the party extends into the yard. I have plans to connect other devices such as thermostat and other lighting and home devices.	5	1
28-Jul-18	22:56:35	902172	Daniel Miller	"4855 Gardner Crossroad
Nathanchester, CO 42276"	8497270835	White  Spot	Great!	5	1
30-Jul-18	10:32:04	2703965	Brandon Perez	"PSC 8317, Box 4701
APO AA 20207"	8732456530	White  Show	This product is even better than I imagined. I love the timer setting, it reminds me to put the clothes in the dryer if i ask it to, and i love shopping list feature.  My family enjoys the games too! It’s made my life a little more easy! Alexa is my personal assistant. :)	5	1
30-Jul-18	11:30:40	2398266	Penny Bell	"5390 Flores Ville Apt. 420
Brooketown, NM 59648"	(635)887-0108	Configuration: Fire TV Stick	I like the way you can watch anything and everything , for some live shows you need a cable provider	5	1
30-Jul-18	04:41:06	6736986	Pam Wong	"4588 Coffey Port Apt. 718
South Sarahburgh, MS 62335"	6788990676	Sandstone Fabric 	I liked the original Echo. This is the same but shorter and with greater fabric/color choices. I miss the volume ring on top, now it's just the plus/minus buttons. Not a big deal but the ring w as comforting. :) Other than that, well I do like the use of a standard USB charger /port instead of the previous round pin. Other than that, I guess it sounds the same, seems to work the same, still answers to Alexa/Echo/Computer. So what's not to like? :)	4	1
29-Jul-18	14:14:40	496711	Brian Hebert	"0237 Burns Ports Suite 528
Williamsfurt, TN 71880"	967-202-5272	Black  Show	Good product.	4	1
30-Jul-18	02:47:16	2816789	Mike Collins	"3503 Cross Path
Clarkfurt, GA 95201"	(883)350-7495	Sandstone Fabric 	Love my Echo. Still learning all the things it will do. Wasn’t able to follow instructions included in the package, but found a great one on U-Tube.	5	1
30-Jul-18	03:35:53	1254741	Alexander Gray	"72447 Sarah Isle
Port Williamton, TN 98552"	(554)279-7044	Black  Dot	It works just like my other Dots.	5	1
29-Jul-18	04:46:57	1730395	James Martinez	"3646 Charles Hills Suite 609
Noahview, NV 97120"	5595245347	Sandstone Fabric 	I am not super impressed with Alexa. When my Prime lapsed, she wouldn't play anything. She isn't smart enough to differentiate among spotify accounts so we can't use it for that either. She randomly speaks up when nobody is talking to her. Just today I unplugged her...not sure I'll ever use my Alexa again.	2	0
30-Jul-18	04:24:30	7366724	Mark Chapman	"8982 Williams Way
Rodriguezfort, VT 84910"	743-697-9749	Black  Dot	Great product - understands my accent!	5	1
30-Jul-18	17:14:15	5792354	Robert Parker	"PSC 8615, Box 9300
APO AA 69869"	(516)858-4143	Black  Dot	Very helpful for playing music, setting alarms, and talking to you when you are lonely.	5	1
30-Jul-18	10:13:39	1817100	Melissa Richardson	"PSC 6384, Box 9692
APO AP 26496"	8017868149	White  Dot	I like it alot. I connected it so I can play my Pandora and I asked about the weather & time every morning. I got rid of my old fashioned digitol clock because I can have my music play Unlimited on this. I'm going to ask it about vacations and a few other things once I get more comfortable with it. Definitely worth the money.	5	1
30-Jul-18	21:07:53	4751804	Colton Dalton	"0808 Eric Trail Suite 912
Sethstad, CT 02070"	349-392-3282	Black  Dot	I am really enjoying the many different features on my Alexa, especially listening to music and audio books	5	1
30-Jul-18	11:00:21	436216	Willie Owens	"8474 Nathan Glen
Lake Alexandraport, IN 23488"	9197014022	Configuration: Fire TV Stick	I like this product. However, the set up was a bit difficult. I had to reset it to the factory setting abd start from scratch.	4	1
30-Jul-18	00:40:59	7606854	Richard Ware	"8916 Bradley Trail
South Nicholasshire, AR 45885"	632-753-3709	Black  Dot	Makes turning on and off things in the house so simple. Great for little updates as well, like checking the weather and such.	5	1
17-Jul-18	12:25:20	7985372	Michelle Morales	"88558 Sellers Cliffs Apt. 930
West Ian, GA 91063"	632-216-7492	White  Spot	When we were buying another product there was an option to bundle this one for an extra $30...so we thought why not? Well, I'm so glad we did! We are really enjoying our Echo Spot. It reads stories to our girls, plays music, gives us the news, and so much more!  It's so responsive and has so many skills that we enjoy.	5	1
3-Jun-18	18:52:39	5580807	Veronica Brewer	"362 Jones Parks
North Kyle, CT 52279"	(789)687-0329	Black	All the new Amazon products I have are great everything I bought refurbished is complete garbage. I will never purchase Amazon refurbished again total dissatisfaction	1	0
13-Jul-18	19:18:18	5628061	Kimberly Campbell	"28795 George Islands Suite 681
Tracyville, WA 60720"	476-839-5957	White	It's an echo, and it works.  For the price it's great deal. Have had no issues with it.  As with all dots, the speaker is a bit tinny, but good for a second unit, or if you are like me, you can attach it to an external speaker for more sound.Good buy	5	1
30-Jul-18	03:55:57	3519474	Daniel Rubio	"4950 Erik Springs Suite 505
Jonesville, WA 52635"	(874)202-8198	Black  Dot	Alexa is phenomenal!	5	1
30-Jul-18	01:13:53	5052961	John Bush	"537 Kimberly Squares
New Amanda, OH 58713"	2686491548	Configuration: Fire TV Stick	It worked as a charmed.	5	1
30-Jul-18	02:30:04	7922447	Seth Ferrell	"04864 Edwards Mall Suite 931
West Andrea, OH 63627"	337-870-1461	Black  Dot	Dislike the volume. It does not sound loud enough.	5	1
30-Jul-18	20:54:03	6447451	Kenneth Avila	"USNV Turner
FPO AP 68883"	(396)890-3312	Black  Dot	 	5	1
17-Jul-18	16:31:43	1646138	Kyle Porter	"Unit 1681 Box 6961
DPO AP 29698"	(244)533-8954	White  Plus	Exchange new color	5	1
28-Jul-18	11:08:08	3734789	Sarah Branch	"301 Oliver Rest
New Robinstad, OK 39305"	392-747-9675	White  Spot	I enjoy this little thing a lot.  Will do almost anything.  I like the jokes it tells.  I’m still learning different functions	5	1
30-Jul-18	14:20:31	7320551	Matthew Roberts	"13924 Fuller Ferry Apt. 996
Port Catherinefort, LA 44035"	(459)247-6263	Configuration: Fire TV Stick	So awesome to bring my older tv to life	5	1
30-Jul-18	05:13:38	3573352	Deborah Harris	"54978 Albert Island Suite 261
East Davidton, NM 46295"	614-603-1089	Black  Dot	It was easy to set up and affordable! Love it!	5	1
22-Jul-18	07:35:58	3755401	Linda Miller	"72276 Kathryn Burgs
Port Diane, MA 11904"	3077573226	Black  Spot	Sound quality is less than a dot, microphones don't pick me up as well as the other models (i have Echo and Dots).  Picture quality is good	3	1
30-Jul-18	18:12:06	301192	Kevin Nguyen	"756 Morgan Roads
Lake Melissaside, FL 08132"	(775)454-3042	Black  Dot	Easy to set up and does everything it’s a poster. Despite its small size the speakers are adequate. Understands instructions from across the room. Very happy with the purchase.	5	1
30-Jul-18	01:39:50	8847061	Ryan Wells	"464 Goodwin Glen Apt. 798
South Sherriside, OR 19925"	8067869925	Black  Dot	love it	4	1
28-Jul-18	23:26:24	7484053	Christina Ford	"4639 Alvarez Spring Apt. 121
South Emilytown, PW 39117"	(649)271-7456	Black  Show	Love the speakers and the screen.	5	1
30-Jul-18	04:39:25	4219714	Ariel Mcbride	"PSC 8144, Box 6398
APO AA 92852"	(739)591-1586	White  Dot	daughter wanted a white boombox, nothing good out for 11 yr old.  decided to go echo dot for most any request + white BT good speaker.  she loved the gift and nice option for many things on the internet.	5	1
